Primary Type,Block,Location Description,Domestic,month,Period_1,Period_2
2,15290,80,0,7,0,1
2,2883,69,0,7,1,0
1,17633,90,0,7,0,0
1,18898,17,1,7,0,0
2,20783,90,0,7,1,0
2,9790,17,0,7,0,1
2,15590,77,0,7,0,1
2,6059,77,0,7,1,0
2,21669,66,0,7,0,1
1,15914,80,1,7,0,1
1,4532,87,0,7,0,1
2,4876,80,0,7,0,0
2,6316,90,0,7,1,0
0,7860,73,0,7,1,0
0,16980,90,0,7,0,1
2,6911,72,0,7,1,0
2,5007,96,0,7,0,1
2,18512,87,1,7,0,1
0,7302,77,0,7,0,1
2,2101,90,0,7,0,0
2,16165,51,0,7,0,1
2,3500,90,0,7,0,0
2,15176,88,0,7,0,1
2,15306,77,0,7,1,0
2,20463,88,0,7,1,0
2,23066,69,0,7,0,1
2,17628,17,0,7,0,1
2,12378,90,0,7,1,0
2,9683,69,0,7,0,0
2,916,87,0,7,1,0
2,20341,90,0,7,0,1
1,11688,17,0,7,0,0
2,9023,50,0,7,0,1
2,3854,85,0,7,1,0
1,14528,17,0,7,0,0
2,18831,17,0,7,0,1
2,1029,96,0,7,0,1
2,6196,90,0,7,0,0
2,3843,50,0,7,0,1
2,2954,77,0,7,1,0
2,12126,77,0,7,0,0
2,10437,22,0,7,0,0
2,11065,15,0,7,0,0
0,5639,78,1,7,0,1
2,16176,90,0,7,0,0
2,7280,78,0,7,0,0
2,8883,77,0,7,1,0
2,8590,88,0,7,0,1
1,4678,69,0,7,0,1
2,2216,81,0,7,1,0
2,9270,50,0,7,0,1
0,20048,15,0,8,0,1
2,14911,90,0,8,0,1
0,18974,39,0,8,0,1
2,22195,77,1,8,0,1
0,13837,91,0,8,0,1
2,15618,90,0,8,0,0
0,17461,90,1,8,0,1
1,9758,90,0,8,0,1
1,4629,87,1,7,0,0
1,9825,57,0,7,0,0
2,18582,22,0,7,0,0
1,12013,87,0,7,0,0
2,10887,17,0,7,0,0
1,5574,17,1,7,0,0
1,2362,77,1,7,0,0
1,11683,17,0,7,0,0
1,20236,77,1,7,0,0
1,4841,17,1,7,0,0
1,7581,90,1,7,0,0
1,294,87,0,7,0,0
1,3192,90,0,7,0,0
0,15158,90,0,7,0,0
0,5094,87,0,8,0,1
1,19466,78,0,7,0,0
0,20279,17,1,7,0,0
1,19873,17,0,7,0,0
1,510,77,0,7,0,0
1,18991,17,1,7,0,0
1,1660,90,0,7,0,0
2,12212,17,0,7,0,0
1,20031,77,0,7,0,0
1,12681,81,0,7,0,0
2,2262,90,0,7,0,0
1,3681,31,1,7,0,0
0,20196,77,1,7,0,0
1,4820,90,0,7,0,0
2,4668,90,0,7,0,0
0,8960,90,0,7,0,0
1,20055,87,0,7,0,0
1,22405,77,1,7,0,0
1,4588,77,1,7,0,0
1,19235,15,0,7,0,0
1,12015,90,1,7,0,0
1,7918,17,1,7,0,0
2,17125,78,0,7,1,0
1,16877,17,1,7,0,1
1,9609,77,1,7,0,0
1,3618,77,0,7,0,0
1,10380,22,0,7,0,0
2,6906,88,0,7,0,0
1,3962,17,1,7,0,0
0,4323,90,1,7,0,0
1,16221,17,1,7,0,0
2,20166,90,0,7,0,0
1,20519,77,1,7,0,0
2,3617,96,0,7,0,0
0,10157,78,0,7,0,0
2,4987,90,0,7,0,0
2,16548,90,0,7,1,0
0,14981,90,0,7,0,0
0,9622,78,0,7,0,0
0,18337,81,0,7,1,0
0,16443,73,0,7,1,0
1,2963,80,1,7,1,0
1,12496,17,1,7,0,0
1,8750,59,0,7,1,0
2,14125,80,0,7,1,0
0,18330,17,0,7,1,0
2,2726,73,0,7,1,0
1,602,17,1,7,1,0
2,546,97,0,7,1,0
1,12582,77,1,7,1,0
2,8882,80,0,7,1,0
1,18472,17,1,7,1,0
1,18060,77,1,7,1,0
2,6552,69,0,7,1,0
0,2934,57,0,7,1,0
0,19211,17,0,7,1,0
1,14157,17,0,7,1,0
1,16848,90,0,7,0,0
1,10173,17,1,7,1,0
1,19010,17,0,7,1,0
2,746,90,0,7,1,0
2,18010,73,0,7,1,0
1,9218,87,1,7,1,0
0,6261,87,0,7,1,0
2,3827,90,0,7,1,0
2,6805,90,0,7,0,0
2,16068,69,0,7,1,0
1,11459,90,1,7,1,0
1,17620,17,1,7,0,0
2,170,90,0,7,1,0
0,12681,73,1,7,1,0
2,6065,55,0,7,1,0
1,11020,87,1,7,0,1
2,6071,88,0,7,1,0
2,3667,88,0,7,1,0
1,16686,75,0,7,1,0
0,10630,81,0,7,0,1
2,625,96,0,7,0,0
1,21863,15,0,7,1,0
0,22811,17,1,7,1,0
2,5474,87,0,7,1,0
2,14841,90,0,7,0,1
1,18082,78,1,7,1,0
2,14161,43,0,7,1,0
0,3980,87,0,7,0,1
1,12707,17,1,7,0,1
0,3847,81,0,7,0,1
2,10240,59,0,7,0,1
1,17845,77,1,7,1,0
0,4872,17,0,7,1,0
2,528,69,0,7,0,1
1,449,3,0,7,0,1
2,4029,41,0,7,1,0
2,2196,17,0,7,0,0
1,13251,80,0,7,0,1
2,4335,59,0,7,0,1
1,2911,87,1,7,0,1
0,11131,87,0,7,0,1
1,19071,87,0,7,0,1
1,8944,87,0,7,0,1
1,13446,90,0,7,0,1
1,18021,90,1,7,0,0
0,18545,90,0,7,0,0
0,15304,77,1,7,0,1
2,11404,77,0,7,0,1
0,1503,87,0,7,0,1
1,11694,90,0,7,0,1
2,4648,59,0,7,0,1
2,6432,90,0,7,1,0
2,16921,81,0,7,0,1
2,15651,73,0,7,0,1
1,17206,17,0,7,0,1
2,5032,69,0,7,1,0
2,20534,50,0,7,0,1
2,4143,59,0,7,0,1
1,10794,17,1,7,0,1
1,12602,30,0,7,0,1
2,3792,89,0,7,0,1
2,6071,52,0,7,0,1
2,12793,80,0,7,1,0
1,13905,87,1,7,0,1
0,11386,90,0,7,0,1
2,4634,50,0,7,0,1
2,1878,73,0,7,1,0
1,21168,80,0,7,0,1
2,629,50,0,7,0,1
2,10350,91,0,7,1,0
1,19199,77,1,7,0,1
2,7528,77,0,7,0,1
1,20805,69,0,7,0,1
2,5074,88,0,7,0,1
2,1011,81,0,7,0,1
1,15191,72,0,7,0,1
2,6425,87,0,7,0,0
2,3998,88,0,7,0,1
1,6129,87,0,7,0,1
2,556,69,0,7,1,0
1,4711,78,1,7,1,0
2,5770,90,1,7,1,0
2,20534,69,0,7,0,1
2,19789,80,0,7,0,0
2,18353,90,0,7,0,0
0,21202,29,0,7,0,1
2,15605,77,0,7,0,1
2,19678,78,0,7,0,1
2,659,73,0,7,0,1
2,17837,52,0,7,0,1
0,15383,50,0,7,0,1
1,12400,80,0,7,0,1
2,5191,88,0,7,0,1
1,9985,77,0,7,0,1
2,17888,19,0,7,0,1
2,14093,90,0,7,0,1
1,6480,88,0,7,0,1
2,4112,87,0,7,0,0
1,16644,77,1,7,0,1
1,10443,80,0,7,0,1
2,5734,90,0,7,1,0
2,1207,88,0,7,0,1
0,23020,17,1,7,0,1
2,11131,52,0,7,0,1
1,12227,69,1,7,0,1
0,11203,77,1,7,0,1
0,696,52,0,7,0,1
2,8109,72,0,7,0,1
2,12394,90,0,7,0,1
2,13990,50,0,7,0,1
1,1026,87,1,7,0,1
2,629,50,0,7,0,1
2,17837,39,0,7,0,1
1,11187,15,0,7,0,1
0,14490,90,1,7,0,1
0,3705,17,0,7,0,1
2,17759,90,0,7,0,0
0,15467,77,1,7,0,1
1,14165,80,0,7,0,1
1,18650,17,1,7,0,1
1,299,90,0,7,0,1
1,18478,80,1,7,0,1
1,3792,89,0,7,0,1
0,21378,17,0,7,0,1
1,6435,59,0,7,0,1
0,2210,88,0,7,0,1
0,10858,17,0,7,0,0
1,4629,87,1,7,0,0
1,6882,41,0,7,0,0
1,2005,77,1,7,0,0
0,18866,57,0,7,0,1
2,3133,57,0,7,0,0
2,15237,90,0,7,0,0
1,13388,17,0,7,0,1
2,19470,57,0,7,0,0
1,13894,90,1,7,0,1
1,16401,77,0,7,0,0
1,14587,17,1,7,0,1
1,16330,90,0,7,0,1
0,16961,87,0,7,0,0
1,19545,17,1,7,0,1
0,22515,77,1,7,0,1
2,19917,87,0,7,1,0
1,23103,77,1,7,0,1
0,19648,17,0,7,0,1
1,13587,87,0,7,0,0
2,2781,88,0,7,0,1
1,18395,57,0,7,0,0
1,7264,80,0,7,0,0
1,5402,17,0,7,0,0
2,629,69,0,7,0,0
2,629,50,0,7,0,0
1,8758,77,1,7,0,0
2,1586,90,0,7,0,0
0,16548,17,1,7,0,0
1,4641,87,1,7,0,0
0,18003,80,0,7,0,0
1,6409,87,0,7,0,0
1,17799,90,0,7,0,0
1,19911,77,1,7,0,0
1,449,11,1,7,0,0
1,19586,17,0,7,0,0
1,20998,90,1,7,0,0
0,10153,90,0,7,0,0
2,1264,72,0,7,0,1
1,19324,90,0,7,0,1
1,3220,90,0,7,0,0
2,8933,17,1,7,0,1
2,6353,90,0,7,0,1
2,21251,90,0,7,0,0
1,1684,87,0,7,0,0
1,22796,87,0,7,0,1
0,10153,90,0,7,0,0
1,22936,73,0,7,0,0
0,11989,57,0,7,0,0
0,20915,81,0,7,0,0
2,22368,69,0,7,1,0
2,21409,90,0,7,0,0
2,16228,90,0,7,0,0
2,17413,90,0,7,0,1
1,791,90,0,7,1,0
2,1122,90,0,7,0,0
2,5714,90,0,7,0,1
2,1264,72,0,7,0,1
2,15369,90,0,7,0,0
2,800,47,0,7,0,0
2,22131,96,0,7,0,0
2,16258,96,0,7,0,1
2,12182,90,0,7,0,0
2,1264,72,0,7,0,1
1,19305,87,0,7,1,0
2,6119,80,0,7,0,1
2,437,17,0,7,1,0
2,20747,69,0,7,0,1
2,2526,77,0,7,0,1
2,17301,80,0,7,0,0
0,7302,77,0,7,0,1
2,5672,69,0,7,0,1
0,13039,77,0,7,0,1
2,4362,90,0,7,0,1
1,22702,77,1,7,0,1
0,4880,17,1,7,0,1
2,17957,69,0,7,0,0
2,338,45,0,7,0,0
2,12963,17,0,7,0,0
2,12814,77,0,7,0,1
2,15218,90,0,7,0,1
2,6654,69,0,7,0,1
2,22337,77,0,7,0,1
2,2850,80,0,7,1,0
1,11561,77,1,7,0,1
1,22710,77,0,7,0,0
1,18650,77,1,7,0,1
2,13589,17,0,7,0,1
2,4611,17,0,7,0,1
2,1252,72,0,7,0,0
1,17796,17,1,7,1,0
2,14953,80,0,7,1,0
2,14199,69,0,7,1,0
1,11947,90,1,7,0,1
2,13272,90,0,7,0,0
1,16635,17,0,7,0,1
1,1207,90,0,7,0,1
0,5469,78,0,7,0,1
1,6417,87,1,7,0,1
2,3420,69,0,7,1,0
1,3792,89,0,7,0,0
2,544,62,0,7,0,1
2,338,90,0,7,0,0
2,21707,90,0,7,0,1
0,22515,77,0,7,0,1
2,3544,79,0,7,1,0
2,1733,90,0,7,0,0
0,4252,77,1,7,1,0
2,12676,59,0,7,0,1
2,16182,77,1,7,1,0
2,121,35,0,7,0,1
2,7261,87,0,7,0,1
2,874,72,0,7,0,1
2,13118,19,0,7,0,1
1,5727,90,0,7,0,0
2,6122,96,0,7,1,0
2,10233,69,0,7,0,1
2,14909,38,0,7,0,1
2,691,64,0,7,0,0
2,3391,72,0,7,0,1
2,5734,42,0,7,0,0
2,22269,90,0,7,0,1
2,11438,37,0,7,0,1
2,14695,96,0,7,0,1
2,19711,80,0,7,0,1
2,1264,72,0,7,0,1
2,1264,72,0,7,0,1
2,6667,69,0,7,0,1
2,14270,77,0,7,0,1
2,16979,77,1,7,0,0
2,407,22,0,7,0,0
2,884,61,0,7,0,1
1,3649,77,1,7,0,1
2,9536,69,0,7,0,0
2,12382,77,0,6,1,0
1,21795,2,1,3,0,0
2,17043,69,0,4,0,0
2,6205,80,0,7,1,0
2,14232,77,0,7,0,1
2,1473,77,0,7,1,0
2,20271,77,0,7,0,1
1,14535,77,1,3,1,0
2,10360,77,1,8,0,1
1,16618,77,0,7,0,0
0,6882,81,0,7,0,0
1,14929,87,1,7,0,0
1,17821,17,1,7,0,0
1,13590,77,1,7,0,0
0,9486,15,0,7,0,0
1,4998,90,0,8,0,1
1,9726,87,0,8,0,1
1,6428,90,0,8,0,1
2,12237,87,0,8,0,1
2,631,47,0,8,0,1
1,17005,90,0,7,0,0
2,1123,81,0,7,0,0
1,7597,87,0,7,0,0
2,1264,72,0,7,0,0
1,2747,90,0,7,0,0
1,1040,44,0,7,0,0
0,20447,81,0,7,0,0
1,2310,17,1,7,0,0
0,18738,87,0,7,0,0
1,19034,77,1,7,0,0
1,19728,17,0,7,0,0
1,20907,77,1,7,0,0
1,11494,90,0,7,0,0
2,14187,17,0,7,0,0
1,21832,87,1,7,0,0
1,1613,96,0,7,0,0
2,1331,62,0,7,0,1
1,5203,77,0,7,0,0
1,10213,87,1,7,0,0
1,4658,73,1,7,0,0
1,11699,17,1,7,0,0
1,19651,17,1,7,0,0
1,2634,15,1,7,0,0
1,3055,90,1,7,0,0
1,18919,90,0,7,0,0
0,10099,90,0,7,1,0
2,7087,59,0,7,0,0
1,1431,77,1,7,0,0
2,20950,90,0,7,1,0
2,1300,17,0,7,0,0
2,1852,88,0,7,0,0
1,6431,15,0,7,1,0
2,19951,90,0,7,0,0
1,11687,17,1,7,1,0
0,9565,15,0,7,1,0
0,252,88,0,7,1,0
1,11673,17,1,7,1,0
1,18672,15,0,7,1,0
1,20044,17,1,7,1,0
0,14562,90,0,7,1,0
1,222,87,1,7,1,0
1,19472,57,0,7,1,0
2,1312,90,0,7,0,0
2,14709,90,0,7,1,0
2,7930,87,0,7,1,0
2,8001,90,0,7,0,0
2,8376,73,0,7,1,0
1,2007,78,0,7,1,0
1,16064,72,1,7,1,0
1,4509,81,0,7,1,0
1,16684,17,1,7,1,0
1,19235,96,0,7,0,0
1,18049,77,0,7,1,0
1,3220,90,1,7,0,0
2,189,90,0,7,0,0
2,16325,78,0,7,0,0
2,696,88,0,7,1,0
2,22376,90,0,7,1,0
2,3915,69,0,7,1,0
2,18582,90,0,7,1,0
1,5409,17,1,7,1,0
1,4650,15,0,7,0,0
2,11438,88,0,7,1,0
2,82,90,0,7,1,0
2,21150,88,0,7,1,0
2,3994,59,0,7,1,0
1,2216,90,0,7,1,0
2,4212,15,0,7,1,0
1,2987,73,0,7,1,0
1,4021,17,1,7,1,0
1,5888,17,1,7,1,0
1,15906,17,1,7,0,0
1,15387,80,0,7,1,0
0,13746,69,0,7,1,0
0,7336,90,0,7,0,1
0,3851,73,0,7,1,0
1,21735,78,1,7,1,0
2,629,88,0,7,1,0
1,14080,90,0,7,1,0
0,15071,73,0,7,0,1
1,11101,77,0,7,0,1
2,682,52,0,7,1,0
1,2733,90,0,7,1,0
1,7327,87,0,7,1,0
2,6449,79,0,7,0,0
2,4585,90,0,7,0,1
2,7689,90,0,7,0,1
1,21591,77,1,7,0,1
0,8618,50,0,7,1,0
1,21695,87,0,7,0,1
2,1409,47,0,7,0,1
2,163,90,0,7,0,1
2,615,50,0,7,0,1
2,3994,88,0,7,0,1
2,20534,50,0,7,0,1
2,19817,78,1,7,0,1
0,19550,87,0,7,0,1
1,11689,90,0,7,0,1
2,1675,87,0,7,0,1
2,4630,59,0,7,1,0
2,8704,90,0,7,1,0
2,8641,72,0,7,0,1
1,12073,17,1,7,0,1
0,18302,37,0,7,0,1
1,18657,87,0,7,0,1
2,8745,90,0,7,0,0
2,6911,72,0,7,0,1
1,6406,17,1,7,0,1
2,13123,88,0,7,0,1
1,19963,87,1,7,0,1
2,20582,50,0,7,0,1
2,19997,90,0,7,1,0
1,3148,17,1,7,0,1
0,20885,77,1,7,1,0
2,1641,77,0,7,0,0
1,10387,87,0,7,0,1
2,17987,88,0,7,0,1
0,1027,90,0,8,0,1
0,14106,37,0,7,0,1
1,3792,89,0,7,0,1
2,6854,90,0,7,0,1
1,16544,17,1,7,0,1
1,14730,17,1,7,0,1
2,20534,50,0,7,0,1
2,7538,90,0,7,0,1
2,16803,90,0,7,0,1
2,13379,88,0,7,0,1
2,20951,77,0,7,1,0
1,1111,90,1,7,1,0
1,14337,77,1,7,0,1
2,12771,77,1,7,0,1
2,2348,50,0,7,0,1
2,247,59,0,7,0,1
2,7620,73,0,7,1,0
2,13826,47,0,7,0,1
1,16335,77,1,7,0,1
2,8049,19,0,7,0,0
1,2054,90,0,7,0,1
1,20958,17,1,7,0,1
1,2071,90,0,7,0,1
0,4978,17,1,7,0,1
1,10379,17,1,7,0,1
1,2076,87,0,7,0,1
2,629,88,0,7,0,1
2,629,88,0,7,0,1
0,5670,90,0,7,0,1
2,1264,72,0,7,0,1
2,209,50,0,7,1,0
1,8174,17,0,7,0,1
2,9244,90,0,7,0,1
2,16553,6,0,7,0,1
1,11422,78,1,7,0,1
1,3961,87,1,7,0,1
1,5802,78,1,7,0,1
2,141,90,0,7,0,1
0,4418,73,0,7,1,0
1,7124,78,0,7,0,1
1,12058,15,0,7,0,1
1,541,87,0,7,0,1
1,7661,90,0,7,0,1
1,9434,77,1,7,1,0
1,16360,90,0,7,0,1
1,8948,80,1,7,0,1
1,20906,87,0,7,0,1
2,789,73,0,7,1,0
1,13254,72,1,7,0,1
2,15238,52,0,7,0,1
2,1423,88,0,7,0,1
1,451,87,1,7,0,1
0,2894,90,0,7,0,1
1,22203,87,0,7,0,0
0,18650,17,1,7,0,1
1,15196,68,0,7,0,1
1,19144,77,1,7,0,1
0,22460,57,0,7,0,1
1,22618,90,1,7,0,1
2,4024,80,0,7,1,0
2,1032,72,0,7,0,0
0,20003,87,0,7,0,1
2,2671,52,0,7,0,1
2,4800,73,0,7,0,1
2,15219,17,1,7,0,0
1,1759,72,0,7,0,1
1,5816,87,0,7,0,0
0,1333,17,0,7,0,0
1,19571,17,1,7,0,1
0,2530,90,0,7,0,0
2,4800,73,0,7,0,1
1,9096,87,0,7,0,0
2,17842,77,1,7,0,0
2,930,73,0,7,0,0
2,5626,90,0,7,0,1
2,13129,81,0,7,0,0
2,1264,72,0,7,0,0
2,1734,42,0,7,0,0
2,8084,90,0,7,0,1
1,23012,29,1,7,0,0
1,14568,17,0,7,0,1
1,10491,69,1,7,0,1
1,22799,90,1,7,0,0
0,4108,87,0,7,0,0
2,1272,90,0,7,0,1
0,19749,77,0,7,0,0
2,3994,50,0,7,0,1
1,21147,77,0,7,0,1
1,19528,87,0,7,0,0
1,9119,77,0,7,0,0
2,11673,90,0,7,0,1
0,7124,17,1,7,0,0
1,21202,17,1,7,0,0
1,7163,90,1,7,0,0
2,12611,73,0,7,0,1
2,975,73,0,7,1,0
2,16921,90,0,7,1,0
1,17981,17,1,7,0,0
2,17842,77,1,7,0,0
0,19891,78,0,7,0,0
2,1264,72,0,7,0,0
1,945,87,1,7,0,0
1,3837,90,1,7,0,0
2,1264,72,0,7,0,1
1,19463,90,0,7,0,0
0,1264,72,1,7,0,1
1,8315,75,0,7,0,0
2,7531,90,0,7,0,0
2,16432,73,0,7,0,0
2,1281,90,0,7,0,1
2,5901,90,0,7,0,0
1,19590,17,1,7,0,0
2,345,41,0,7,0,0
2,1264,72,0,7,0,1
1,21665,77,0,7,0,0
1,21370,77,1,7,0,0
1,8022,90,0,7,0,0
2,7597,90,0,7,0,1
2,3851,32,0,7,1,0
1,5802,78,1,7,0,1
2,19185,90,0,7,0,1
1,17206,17,1,7,0,1
2,3334,78,0,7,0,1
2,3218,81,0,7,1,0
2,1968,90,0,7,1,0
1,4457,22,0,7,0,0
2,9721,90,0,7,0,1
2,11102,90,0,7,0,0
2,20423,90,0,7,1,0
2,20960,90,0,7,0,1
2,12799,90,0,7,0,1
2,3064,90,0,7,0,0
2,21795,1,0,7,0,1
1,9050,77,1,7,1,0
2,9072,90,0,7,0,1
2,7754,90,0,7,0,0
0,4157,15,0,7,1,0
2,10141,90,0,7,0,0
2,8966,90,0,7,0,0
2,15093,90,0,7,0,1
2,16771,90,0,7,0,1
2,13818,47,0,7,0,1
2,834,90,0,7,0,0
2,682,69,0,7,0,0
1,13093,87,0,7,0,0
2,1827,90,0,7,0,1
1,16065,90,0,7,0,1
2,525,72,0,7,0,1
2,1296,22,0,7,0,0
1,18393,87,0,7,0,1
2,8086,77,0,7,0,1
2,1264,72,0,7,0,1
0,17403,17,0,7,0,1
2,3087,90,0,7,0,0
2,1639,72,0,7,0,1
2,14062,90,0,7,0,0
0,9846,22,0,7,0,0
1,1264,90,0,7,0,1
0,13610,87,0,7,0,1
0,3311,87,0,7,0,1
2,12292,15,0,7,1,0
1,13697,17,1,7,0,1
2,14185,80,0,7,1,0
2,1264,72,0,7,0,1
2,10165,80,0,7,0,1
2,11217,22,0,7,0,0
2,2671,72,0,7,0,1
2,1264,69,0,7,0,0
2,682,72,0,7,0,1
1,451,90,0,7,0,1
2,9375,90,0,7,0,1
1,23064,17,1,7,0,1
2,13894,73,0,7,0,0
0,722,17,1,7,0,1
2,1264,72,0,7,0,0
1,18981,72,1,7,0,1
2,15799,73,0,7,0,1
1,8203,90,0,7,0,0
2,8331,80,0,7,0,1
2,11318,77,0,7,0,0
2,19206,90,0,7,1,0
2,5864,90,0,7,0,1
2,19164,96,0,7,1,0
1,95,47,0,7,0,0
2,9799,90,0,7,0,1
2,1765,87,0,7,0,0
2,899,72,0,7,0,0
2,8962,80,0,7,0,1
2,6653,22,0,7,0,1
2,448,79,0,7,1,0
2,3176,47,0,7,0,1
2,9529,90,0,7,0,0
2,16760,90,0,7,0,1
2,8958,90,0,7,0,0
2,9631,15,0,7,0,0
2,682,72,0,7,0,1
2,2406,72,0,7,0,1
2,1296,22,0,7,0,0
2,19154,17,0,7,0,1
2,449,12,0,7,0,1
1,26,77,1,7,0,0
2,20291,90,0,7,1,0
2,20674,77,0,7,0,0
2,18535,38,0,7,0,1
2,14749,90,0,7,0,1
0,20232,78,0,7,0,1
2,21224,77,0,7,0,1
2,21192,90,0,7,0,0
2,10704,22,0,7,0,0
2,1752,69,0,7,0,0
2,16152,41,0,7,1,0
2,5795,22,0,7,0,0
2,3302,78,0,7,0,1
2,7916,17,0,7,1,0
1,2313,87,0,7,0,0
2,1012,69,0,7,1,0
2,17010,57,0,7,0,1
0,6378,17,0,7,1,0
2,21930,98,0,7,0,1
2,602,87,0,7,1,0
2,1264,87,0,7,0,0
2,16063,17,0,7,0,1
2,5944,90,0,7,0,1
2,1395,69,0,7,1,0
2,16553,11,0,7,0,0
2,8627,73,0,7,1,0
0,11334,17,1,7,0,1
2,1264,69,0,7,0,1
2,1296,69,0,7,0,0
1,4802,77,1,6,0,1
2,18386,21,0,5,1,0
2,13819,69,0,1,1,0
2,7741,69,0,4,0,1
2,3326,87,0,7,1,0
2,999,97,0,7,0,1
2,20063,41,0,7,1,0
2,1707,62,0,7,0,1
2,1041,69,0,7,1,0
1,7782,22,1,7,0,1
2,19808,77,0,5,0,0
1,19683,77,1,6,1,0
1,10200,17,1,7,1,0
1,17065,87,0,7,1,0
0,20575,77,0,7,0,0
2,1971,90,0,7,0,0
2,19728,90,0,7,0,0
1,18855,17,1,7,0,0
1,5417,17,1,7,0,0
0,22402,77,1,7,0,0
1,911,24,0,7,0,0
1,19280,90,0,7,0,0
1,0,77,1,7,0,0
1,18747,87,1,7,0,0
1,20419,80,0,7,0,0
1,12688,90,1,7,0,0
1,5212,22,0,7,0,0
0,20051,90,0,7,0,0
1,14645,17,1,7,0,0
1,11462,29,0,7,0,0
1,22505,87,1,7,0,0
2,116,22,0,7,0,0
1,3652,17,1,7,0,0
1,1296,22,0,7,0,0
0,7074,39,0,7,0,0
0,12902,90,0,7,0,0
1,15537,87,1,7,0,0
2,7874,91,0,7,0,0
1,11550,72,0,7,0,0
0,2733,78,0,7,0,0
2,407,22,0,7,0,0
2,11217,90,0,7,0,0
2,18310,90,0,7,0,0
2,4634,50,0,7,0,0
0,17456,78,1,7,0,0
1,12086,17,1,7,0,0
1,18360,90,1,7,0,0
0,20188,90,1,7,0,0
1,22175,77,1,7,0,0
1,9272,17,1,7,0,0
1,20382,17,1,7,0,0
2,16432,90,0,7,0,0
2,8242,90,0,7,0,0
1,4026,87,1,7,0,0
0,22868,77,1,7,0,0
1,10140,90,1,7,0,0
0,2103,90,0,7,0,0
1,12508,77,1,7,0,0
1,798,77,1,7,0,0
1,17152,87,0,7,0,0
1,4261,87,0,7,0,0
1,5763,69,0,7,0,0
1,23051,77,0,7,0,0
1,12697,96,1,7,0,0
1,5371,17,1,7,0,0
1,14190,0,0,7,0,0
1,1581,17,0,7,0,0
1,22477,17,0,7,0,0
1,15748,77,1,7,0,0
1,20791,77,0,7,0,0
0,19901,87,0,7,0,0
2,6204,90,0,7,0,0
1,4261,87,0,7,0,0
2,629,47,0,7,0,0
2,11420,73,0,7,0,0
2,2781,39,0,7,0,0
1,5322,17,1,7,0,0
1,17476,91,0,7,0,0
1,21235,17,1,7,0,0
2,3038,44,0,7,0,0
2,20713,77,1,7,0,0
1,16417,61,0,7,0,0
2,387,87,0,7,0,0
0,18050,80,0,7,0,0
1,1527,15,0,7,0,0
2,15901,57,0,7,0,0
2,15766,79,0,7,1,0
1,2987,90,1,7,1,0
2,4225,73,0,7,1,0
2,19301,90,0,7,1,0
1,14159,90,0,7,0,0
2,5924,80,0,7,0,0
1,9022,77,0,7,1,0
1,17373,17,1,7,0,0
0,8954,15,0,7,0,0
1,10073,87,0,7,1,0
0,3145,90,0,7,0,0
2,9968,15,0,7,1,0
2,795,90,0,7,1,0
2,1127,90,0,7,0,0
2,14858,62,0,7,0,0
2,18121,90,0,7,0,0
0,12670,15,1,7,1,0
1,3920,87,0,7,0,0
1,15440,78,0,7,1,0
1,2628,17,1,7,1,0
2,11123,88,0,7,1,0
1,194,77,0,7,0,0
2,21990,80,0,7,1,0
1,187,15,0,7,0,0
1,9050,17,1,7,0,0
2,11690,96,0,7,0,0
0,19756,90,0,7,1,0
2,20074,87,0,7,1,0
1,19571,17,1,7,0,0
0,14110,90,0,7,1,0
2,169,59,0,7,1,0
2,3362,50,0,7,1,0
2,17875,90,0,7,1,0
2,5983,50,0,7,1,0
2,12644,65,0,7,1,0
1,14944,77,1,7,1,0
1,12441,90,1,7,1,0
1,21316,90,0,7,0,0
0,2988,77,1,7,0,0
2,18844,87,0,7,1,0
2,4528,90,0,7,1,0
0,2189,29,1,7,1,0
1,18605,77,1,7,0,0
0,4590,90,0,7,1,0
2,8482,50,0,7,1,0
0,10279,87,0,7,0,0
1,4593,77,1,7,1,0
0,19763,77,1,7,1,0
1,20675,77,1,7,1,0
1,14573,17,1,7,1,0
1,15424,77,1,7,1,0
1,5100,77,1,7,1,0
2,6417,90,0,7,0,0
2,4170,47,0,7,0,0
2,8123,90,0,7,0,0
0,11519,77,0,7,1,0
2,3531,90,0,7,1,0
2,1908,81,0,7,0,1
1,9625,17,1,7,1,0
2,7581,22,0,7,0,0
2,6557,81,0,7,0,1
1,19032,90,0,7,0,1
0,15302,77,1,7,0,1
2,10154,90,0,7,0,1
1,1158,22,0,7,0,0
2,1264,72,0,7,0,0
0,17458,78,0,7,0,1
2,14600,88,0,7,0,1
1,2276,90,0,7,0,1
2,18474,87,0,7,0,1
2,17394,77,0,7,1,0
2,7514,81,0,7,0,1
2,22823,73,0,7,0,1
2,15225,90,0,7,1,0
2,5749,59,0,7,0,1
2,19371,59,0,7,0,1
1,1724,22,0,7,0,1
1,3915,88,0,7,0,0
0,3995,73,0,7,0,1
1,15670,87,1,7,0,1
1,18801,87,0,7,0,1
2,12900,77,1,7,0,1
1,12475,87,0,7,0,1
1,18656,17,1,7,0,1
0,19522,69,1,7,1,0
2,14517,69,0,7,0,0
2,17805,87,0,7,1,0
2,289,69,0,7,0,1
1,2946,15,1,7,0,1
2,20534,59,0,7,0,1
2,12676,59,0,7,0,1
2,4450,47,0,7,0,1
1,15268,77,0,7,1,0
2,19631,50,0,7,0,1
